Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,downtrend,0.950000,30,0.530000,4.816667,0.000000,0.896997,0.967493,0.007459,0.995789,0.980000,0.995000,0.987863
Unlu_CS=T,downtrend,0.950000,30,0.530000,16.836667,0.000000,0.869118,0.869118,0.328752,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,downtrend,0.950000,50,0.530000,7.786667,0.000000,0.928209,0.943774,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.530000,33.683333,0.000000,0.727355,0.729862,0.452981,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.530000,9.763333,0.000000,0.927576,0.927576,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.530000,48.706667,0.000000,0.605730,0.605730,0.282963,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downtrend,0.950000,30,0.605000,4.940000,0.000000,0.954408,0.967273,0.002360,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,downtrend,0.950000,30,0.605000,18.620000,0.000000,0.854380,0.854380,0.373675,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downtrend,0.950000,50,0.605000,6.970000,0.000000,0.950661,0.950661,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.605000,34.290000,0.000000,0.677741,0.724050,0.474399,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.605000,9.466667,0.000000,0.930028,0.930028,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.605000,53.083333,0.000000,0.506529,0.568209,0.324942,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downtrend,0.950000,30,0.680000,6.093333,0.000000,0.957906,0.957906,0.003569,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,downtrend,0.950000,30,0.680000,19.596667,0.000000,0.846309,0.846309,0.463848,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downtrend,0.950000,50,0.680000,6.143333,0.000000,0.957493,0.957493,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.680000,33.013333,0.000000,0.735427,0.735427,0.471430,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.680000,11.843333,0.000000,0.910386,0.910386,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.680000,33.946667,0.000000,0.727713,0.727713,0.198045,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,30,0.755000,5.233333,0.000000,0.961791,0.964986,0.001108,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,downtrend,0.950000,30,0.755000,15.966667,0.000000,0.876309,0.876309,0.322979,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,50,0.755000,6.576667,0.000000,0.947493,0.953857,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.755000,32.170000,0.000000,0.739862,0.742369,0.367027,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downtrend,0.950000,80,0.755000,7.910000,0.000000,0.942893,0.942893,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.755000,60.896667,0.000000,0.504986,0.504986,0.353094,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,30,0.830000,5.386667,0.000000,0.947603,0.963554,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,30,0.830000,19.020000,0.000000,0.848182,0.851019,0.406853,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downtrend,0.950000,50,0.830000,5.543333,0.000000,0.962452,0.962452,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.830000,36.463333,0.000000,0.706915,0.706915,0.321285,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.830000,6.586667,0.000000,0.953829,0.953829,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.830000,57.723333,0.000000,0.509587,0.530716,0.377113,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,30,0.905000,5.283333,0.000000,0.964601,0.964601,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,30,0.905000,19.050000,0.000000,0.850826,0.850826,0.382673,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downtrend,0.950000,50,0.905000,5.323333,0.000000,0.964270,0.964270,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.905000,34.640000,0.000000,0.721983,0.721983,0.526766,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.905000,9.023333,0.000000,0.918127,0.933554,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.905000,42.943333,0.000000,0.653361,0.653361,0.317718,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,30,0.980000,5.130000,0.000000,0.965868,0.965868,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,30,0.980000,18.873333,0.000000,0.826309,0.851956,0.428347,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downtrend,0.950000,50,0.980000,6.316667,0.000000,0.956061,0.956061,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.980000,24.480000,0.000000,0.757741,0.805124,0.202226,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,80,0.980000,5.916667,0.000000,0.952975,0.959311,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.980000,52.813333,0.000000,0.571791,0.571791,0.359393,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,30,1.055000,5.070000,0.000000,0.966364,0.966364,0.001211,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,downtrend,0.950000,30,1.055000,16.730000,0.000000,0.858209,0.869890,0.348225,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,50,1.055000,6.410000,0.000000,0.955289,0.955289,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,1.055000,34.013333,0.000000,0.709532,0.726915,0.459660,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downtrend,0.950000,80,1.055000,6.026667,0.000000,0.958457,0.958457,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,1.055000,15.120000,0.000000,0.883306,0.883306,0.000000,1.000000,1.000000,1.000000,1.000000
mixed_CS=T,downtrend,0.950000,30,1.130000,4.793333,0.000000,0.968650,0.968650,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,30,1.130000,14.996667,0.000000,0.881350,0.884298,0.286933,1.000000,0.660000,0.983000,0.812404
mixed_CS=T,stratification,0.950000,30,0.005000,4.510000,0.000000,0.034105,0.387493,0.161869,0.602105,0.440000,0.594000,0.514710
Unlu_CS=T,stratification,0.950000,30,0.005000,6.280000,0.000000,0.060882,0.425152,0.680076,0.550526,0.520000,0.549000,0.535046
mixed_CS=T,stratification,0.950000,50,0.005000,5.380000,0.000000,0.041322,0.420000,0.170959,0.583158,0.460000,0.577000,0.517931
Unlu_CS=T,stratification,0.950000,50,0.005000,5.570000,0.000000,0.095124,0.494298,0.665439,0.527368,0.500000,0.526000,0.513502
mixed_CS=T,stratification,0.950000,80,0.005000,1.830000,0.000000,0.016226,0.510468,0.170337,0.523158,0.500000,0.522000,0.511448
Unlu_CS=T,stratification,0.950000,80,0.005000,16.377926,0.003333,0.123444,0.400083,0.646998,0.624211,0.360000,0.611000,0.474042
mixed_CS=T,stratification,0.950000,30,0.080000,4.770000,0.000000,0.034848,0.390937,0.170544,0.625263,0.500000,0.619000,0.559135
Unlu_CS=T,stratification,0.950000,30,0.080000,22.842809,0.003333,0.049311,0.174408,0.658829,0.849474,0.180000,0.816000,0.391031
mixed_CS=T,stratification,0.950000,50,0.080000,2.603333,0.000000,0.008788,0.329036,0.173543,0.675789,0.360000,0.660000,0.493239
Unlu_CS=T,stratification,0.950000,50,0.080000,6.876667,0.000000,0.083168,0.428430,0.660002,0.586316,0.400000,0.577000,0.484279
mixed_CS=T,stratification,0.950000,80,0.080000,2.726667,0.000000,0.020358,0.415262,0.175574,0.578947,0.580000,0.579000,0.579473
Unlu_CS=T,stratification,0.950000,80,0.080000,19.707746,0.053333,0.173664,0.400882,0.674082,0.567368,0.400000,0.559000,0.476390
mixed_CS=T,stratification,0.950000,30,0.155000,3.970000,0.000000,0.040028,0.407410,0.172696,0.624211,0.460000,0.616000,0.535852
Unlu_CS=T,stratification,0.950000,30,0.155000,4.640000,0.000000,0.039862,0.402948,0.665222,0.592632,0.440000,0.585000,0.510645
mixed_CS=T,stratification,0.950000,50,0.155000,5.633333,0.000000,0.023444,0.353499,0.175131,0.654737,0.380000,0.641000,0.498799
Unlu_CS=T,stratification,0.950000,50,0.155000,10.240000,0.000000,0.042121,0.279807,0.626314,0.772632,0.200000,0.744000,0.393098
mixed_CS=T,stratification,0.950000,80,0.155000,1.970000,0.000000,0.013884,0.458512,0.169460,0.554737,0.400000,0.547000,0.471057
Unlu_CS=T,stratification,0.950000,80,0.155000,32.420814,0.263333,0.041047,0.137328,0.580783,0.866316,0.100000,0.828000,0.294332
mixed_CS=T,stratification,0.950000,30,0.230000,2.366667,0.000000,0.055620,0.630083,0.178792,0.374737,0.620000,0.387000,0.482013
Unlu_CS=T,stratification,0.950000,30,0.230000,12.873333,0.000000,0.042011,0.245730,0.562438,0.775789,0.300000,0.752000,0.482428
mixed_CS=T,stratification,0.950000,50,0.230000,4.110000,0.000000,0.009091,0.256777,0.171584,0.727368,0.240000,0.703000,0.417814
Unlu_CS=T,stratification,0.950000,50,0.230000,13.786667,0.000000,0.028375,0.203884,0.495724,0.829474,0.200000,0.798000,0.407302
mixed_CS=T,stratification,0.950000,80,0.230000,2.676667,0.000000,0.020138,0.455978,0.173290,0.516842,0.380000,0.510000,0.443170
Unlu_CS=T,stratification,0.950000,80,0.230000,18.381271,0.003333,0.065069,0.284518,0.548982,0.734737,0.280000,0.712000,0.453571
mixed_CS=T,stratification,0.950000,30,0.305000,6.806667,0.000000,0.080882,0.473085,0.176483,0.518947,0.640000,0.525000,0.576304
Unlu_CS=T,stratification,0.950000,30,0.305000,11.070000,0.000000,0.051074,0.273168,0.537169,0.757895,0.240000,0.732000,0.426491
mixed_CS=T,stratification,0.950000,50,0.305000,3.480000,0.000000,0.046006,0.467631,0.173785,0.561053,0.520000,0.559000,0.540136
Unlu_CS=T,stratification,0.950000,50,0.305000,19.020000,0.000000,0.035427,0.170028,0.434046,0.867368,0.100000,0.829000,0.294511
mixed_CS=T,stratification,0.950000,80,0.305000,2.623333,0.000000,0.024187,0.425152,0.159761,0.561053,0.480000,0.557000,0.518946
Unlu_CS=T,stratification,0.950000,80,0.305000,13.693333,0.000000,0.035234,0.198154,0.502004,0.828421,0.240000,0.799000,0.445894
mixed_CS=T,stratification,0.950000,30,0.380000,4.260000,0.000000,0.036391,0.430248,0.171963,0.612632,0.360000,0.600000,0.469625
Unlu_CS=T,stratification,0.950000,30,0.380000,13.616667,0.000000,0.027466,0.206143,0.448816,0.864211,0.220000,0.832000,0.436035
mixed_CS=T,stratification,0.950000,50,0.380000,15.956522,0.003333,0.026997,0.207245,0.116238,0.822105,0.160000,0.789000,0.362680
Unlu_CS=T,stratification,0.950000,50,0.380000,12.266667,0.000000,0.045455,0.284050,0.533689,0.708421,0.320000,0.689000,0.476125
mixed_CS=T,stratification,0.950000,80,0.380000,5.276667,0.000000,0.046033,0.499449,0.172035,0.602105,0.560000,0.600000,0.580671
Unlu_CS=T,stratification,0.950000,80,0.380000,34.781690,0.053333,0.029697,0.112011,0.304673,0.926316,0.160000,0.888000,0.384981
mixed_CS=T,stratification,0.950000,30,0.455000,5.396667,0.000000,0.035152,0.372755,0.154829,0.648421,0.400000,0.636000,0.509282
Unlu_CS=T,stratification,0.950000,30,0.455000,16.956522,0.003333,0.021212,0.170220,0.398574,0.890526,0.120000,0.852000,0.326899
mixed_CS=T,stratification,0.950000,50,0.455000,30.979592,0.020000,0.101598,0.411983,0.159244,0.792632,0.400000,0.773000,0.563074
Unlu_CS=T,stratification,0.950000,50,0.455000,33.985240,0.096667,0.049587,0.119449,0.339151,0.941053,0.060000,0.897000,0.237620
mixed_CS=T,stratification,0.950000,80,0.455000,5.676667,0.000000,0.027658,0.492397,0.162417,0.637895,0.460000,0.629000,0.541693
Unlu_CS=T,stratification,0.950000,80,0.455000,45.512195,0.180000,0.044022,0.101350,0.303312,0.938947,0.080000,0.896000,0.274073
mixed_CS=T,stratification,0.950000,30,0.530000,6.693333,0.000000,0.048485,0.519669,0.166339,0.554737,0.440000,0.549000,0.494049
Unlu_CS=T,stratification,0.950000,30,0.530000,27.892617,0.006667,0.027548,0.159559,0.395135,0.863158,0.060000,0.823000,0.227573
mixed_CS=T,stratification,0.950000,50,0.530000,13.463333,0.000000,0.031570,0.356612,0.120082,0.829474,0.440000,0.810000,0.604126
Unlu_CS=T,stratification,0.950000,50,0.530000,45.917603,0.110000,0.026419,0.093223,0.256375,0.961053,0.100000,0.918000,0.310008
mixed_CS=T,stratification,0.950000,80,0.530000,5.723333,0.000000,0.029917,0.427879,0.172585,0.682105,0.440000,0.670000,0.547838
Unlu_CS=T,stratification,0.950000,80,0.530000,50.578512,0.193333,0.012314,0.061570,0.210283,0.988421,0.080000,0.943000,0.281200
mixed_CS=T,stratification,0.950000,30,0.605000,16.590000,0.000000,0.037107,0.342011,0.131969,0.900000,0.320000,0.871000,0.536656
Unlu_CS=T,stratification,0.950000,30,0.605000,26.756757,0.013333,0.034325,0.174435,0.263183,0.964211,0.100000,0.921000,0.310517
mixed_CS=T,stratification,0.950000,50,0.605000,8.840000,0.000000,0.023030,0.254050,0.113329,0.824211,0.420000,0.804000,0.588361
Unlu_CS=T,stratification,0.950000,50,0.605000,37.853933,0.110000,0.115234,0.215069,0.235930,0.963158,0.080000,0.919000,0.277584
mixed_CS=T,stratification,0.950000,80,0.605000,8.506667,0.000000,0.156088,0.717741,0.144114,0.677895,0.620000,0.675000,0.648301
Unlu_CS=T,stratification,0.950000,80,0.605000,56.765799,0.103333,0.016777,0.066529,0.210024,0.985263,0.060000,0.939000,0.243137
mixed_CS=T,stratification,0.950000,30,0.680000,11.280000,0.000000,0.034380,0.279256,0.115945,0.889474,0.380000,0.864000,0.581378
Unlu_CS=T,stratification,0.950000,30,0.680000,29.114865,0.013333,0.075868,0.326997,0.305067,0.926316,0.200000,0.890000,0.430422
mixed_CS=T,stratification,0.950000,50,0.680000,20.046667,0.000000,0.086226,0.440331,0.111349,0.890526,0.420000,0.867000,0.611573
Unlu_CS=T,stratification,0.950000,50,0.680000,37.571429,0.020000,0.038017,0.242920,0.218405,0.962105,0.280000,0.928000,0.519027
mixed_CS=T,stratification,0.950000,80,0.680000,13.550000,0.000000,0.050799,0.530303,0.096978,0.837895,0.580000,0.825000,0.697122
Unlu_CS=T,stratification,0.950000,80,0.680000,65.152174,0.233333,0.130386,0.207355,0.222841,0.976842,0.120000,0.934000,0.342376
mixed_CS=T,stratification,0.950000,30,0.755000,18.123333,0.000000,0.082149,0.337741,0.120245,0.852632,0.380000,0.829000,0.569210
Unlu_CS=T,stratification,0.950000,30,0.755000,44.464789,0.053333,0.053168,0.194408,0.247015,0.947368,0.260000,0.913000,0.496302
mixed_CS=T,stratification,0.950000,50,0.755000,25.698997,0.003333,0.057328,0.323196,0.078806,0.964211,0.260000,0.929000,0.500694
Unlu_CS=T,stratification,0.950000,50,0.755000,56.683453,0.073333,0.064298,0.185152,0.187977,0.993684,0.080000,0.948000,0.281948
mixed_CS=T,stratification,0.950000,80,0.755000,5.560000,0.000000,0.203085,0.807438,0.106040,0.838947,0.640000,0.829000,0.732753
Unlu_CS=T,stratification,0.950000,80,0.755000,53.434629,0.056667,0.042810,0.133581,0.221537,0.993684,0.000000,0.944000,0.000000
mixed_CS=T,stratification,0.950000,30,0.830000,8.120000,0.000000,0.083829,0.617493,0.126349,0.803158,0.520000,0.789000,0.646252
Unlu_CS=T,stratification,0.950000,30,0.830000,43.513889,0.040000,0.069036,0.210413,0.190114,0.984211,0.140000,0.942000,0.371200
mixed_CS=T,stratification,0.950000,50,0.830000,11.076667,0.000000,0.137961,0.649642,0.081052,0.903158,0.440000,0.880000,0.630388
Unlu_CS=T,stratification,0.950000,50,0.830000,41.979798,0.010000,0.091708,0.231928,0.231484,0.987368,0.040000,0.940000,0.198733
mixed_CS=T,stratification,0.950000,80,0.830000,10.680000,0.000000,0.329008,0.807824,0.094760,0.858947,0.840000,0.858000,0.849421
Unlu_CS=T,stratification,0.950000,80,0.830000,59.460208,0.036667,0.066804,0.146584,0.177886,0.982105,0.120000,0.939000,0.343297
mixed_CS=T,stratification,0.950000,30,0.905000,32.750000,0.000000,0.030441,0.225262,0.062499,0.978947,0.120000,0.936000,0.342744
Unlu_CS=T,stratification,0.950000,30,0.905000,38.716667,0.000000,0.036832,0.263278,0.187852,0.988421,0.160000,0.947000,0.397677
mixed_CS=T,stratification,0.950000,50,0.905000,24.962838,0.013333,0.048981,0.212645,0.045813,0.981053,0.460000,0.955000,0.671777
Unlu_CS=T,stratification,0.950000,50,0.905000,78.500000,0.300000,0.053636,0.090000,0.179587,0.993684,0.220000,0.955000,0.467558
mixed_CS=T,stratification,0.950000,80,0.905000,11.820000,0.000000,0.348760,0.814105,0.077972,0.923158,0.680000,0.911000,0.792305
Unlu_CS=T,stratification,0.950000,80,0.905000,55.606061,0.010000,0.194463,0.414931,0.142977,0.997895,0.340000,0.965000,0.582481
mixed_CS=T,stratification,0.950000,30,0.980000,8.006667,0.000000,0.125758,0.612259,0.080976,0.937895,0.380000,0.910000,0.596992
Unlu_CS=T,stratification,0.950000,30,0.980000,31.493333,0.000000,0.058623,0.194959,0.219596,0.986316,0.040000,0.939000,0.198627
mixed_CS=T,stratification,0.950000,50,0.980000,13.170000,0.000000,0.035702,0.439311,0.067977,0.968421,0.400000,0.940000,0.622389
Unlu_CS=T,stratification,0.950000,50,0.980000,41.474576,0.016667,0.209862,0.485840,0.119541,0.997895,0.440000,0.970000,0.662626
mixed_CS=T,stratification,0.950000,80,0.980000,8.210000,0.000000,0.164656,0.810909,0.080791,0.894737,0.960000,0.898000,0.926794
Unlu_CS=T,stratification,0.950000,80,0.980000,52.230496,0.060000,0.161736,0.303361,0.117233,0.998947,0.400000,0.969000,0.632123
mixed_CS=T,stratification,0.950000,30,1.055000,16.676667,0.000000,0.071295,0.425427,0.062838,0.990526,0.340000,0.958000,0.580327
Unlu_CS=T,stratification,0.950000,30,1.055000,21.533333,0.000000,0.132149,0.557576,0.161689,0.989474,0.220000,0.951000,0.466566
mixed_CS=T,stratification,0.950000,50,1.055000,17.973333,0.000000,0.192782,0.576419,0.046011,0.978947,0.500000,0.955000,0.699624
Unlu_CS=T,stratification,0.950000,50,1.055000,43.712230,0.073333,0.145152,0.301598,0.234853,0.998947,0.080000,0.953000,0.282694
mixed_CS=T,stratification,0.950000,80,1.055000,10.393333,0.000000,0.019118,0.606667,0.067252,0.917895,0.680000,0.906000,0.790043
Unlu_CS=T,stratification,0.950000,80,1.055000,65.224066,0.196667,0.113912,0.217576,0.146169,0.998947,0.340000,0.966000,0.582788
mixed_CS=T,stratification,0.950000,30,1.130000,14.426667,0.000000,0.024490,0.301185,0.048211,0.989474,0.240000,0.952000,0.487313
Unlu_CS=T,stratification,0.950000,30,1.130000,31.956667,0.000000,0.089669,0.339201,0.180882,0.989474,0.280000,0.954000,0.526358
mixed_CS=T,stratification,0.950000,50,1.130000,11.193333,0.000000,0.073802,0.573747,0.050899,0.989474,0.400000,0.960000,0.629118
Unlu_CS=T,stratification,0.950000,50,1.130000,34.596667,0.000000,0.105262,0.373168,0.187014,0.995789,0.080000,0.950000,0.282247
mixed_CS=T,stratification,0.950000,80,1.130000,5.333333,0.000000,0.062176,0.860826,0.081990,0.923158,0.820000,0.918000,0.870051
Unlu_CS=T,stratification,0.950000,80,1.130000,47.636364,0.010000,0.345455,0.559091,0.140114,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,stratification,0.950000,30,1.205000,15.546667,0.000000,0.187851,0.740634,0.055360,0.976842,0.540000,0.955000,0.726288
Unlu_CS=T,stratification,0.950000,30,1.205000,23.873333,0.000000,0.092066,0.420909,0.150096,0.992632,0.420000,0.964000,0.645682
mixed_CS=T,stratification,0.950000,50,1.205000,12.273333,0.000000,0.383388,0.840854,0.051693,0.977895,0.660000,0.962000,0.803374
Unlu_CS=T,stratification,0.950000,50,1.205000,27.800000,0.000000,0.149449,0.621212,0.133675,0.988421,0.280000,0.953000,0.526078
mixed_CS=T,stratification,0.950000,80,1.205000,10.693333,0.000000,0.144931,0.853003,0.083615,0.954737,0.760000,0.945000,0.851822
Unlu_CS=T,stratification,0.950000,80,1.205000,50.646667,0.000000,0.185344,0.513747,0.160616,1.000000,0.360000,0.968000,0.600000
mixed_CS=T,stratification,0.950000,30,1.280000,12.510000,0.000000,0.085124,0.682287,0.077536,0.922105,0.560000,0.904000,0.718595
Unlu_CS=T,stratification,0.950000,30,1.280000,29.696667,0.000000,0.064766,0.334435,0.204149,0.988421,0.240000,0.951000,0.487053
mixed_CS=T,stratification,0.950000,50,1.280000,7.543333,0.000000,0.194683,0.764711,0.059720,0.962105,0.620000,0.945000,0.772338
Unlu_CS=T,stratification,0.950000,50,1.280000,26.823333,0.000000,0.064242,0.435069,0.193079,0.998947,0.160000,0.957000,0.399789
mixed_CS=T,stratification,0.950000,80,1.280000,21.670000,0.000000,0.347796,0.791846,0.024610,0.975789,0.880000,0.971000,0.926658
Unlu_CS=T,stratification,0.950000,80,1.280000,43.270000,0.000000,0.412920,0.641047,0.121047,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,stratification,0.950000,30,1.355000,20.476667,0.000000,0.042066,0.384050,0.044910,0.993684,0.760000,0.982000,0.869022
Unlu_CS=T,stratification,0.950000,30,1.355000,37.277592,0.003333,0.101377,0.325455,0.131902,1.000000,0.360000,0.968000,0.600000
mixed_CS=T,stratification,0.950000,50,1.355000,5.033333,0.000000,0.176970,0.826612,0.038118,0.962105,0.820000,0.955000,0.888215
Unlu_CS=T,stratification,0.950000,50,1.355000,32.446667,0.000000,0.191129,0.601129,0.142655,1.000000,0.320000,0.966000,0.565685
mixed_CS=T,stratification,0.950000,80,1.355000,12.953333,0.000000,0.174435,0.828981,0.038628,0.975789,0.740000,0.964000,0.849755
Unlu_CS=T,stratification,0.950000,80,1.355000,46.070000,0.000000,0.457851,0.614132,0.096373,1.000000,0.660000,0.983000,0.812404
mixed_CS=T,stratification,0.950000,30,1.430000,8.160000,0.000000,0.163829,0.829697,0.084739,0.949474,0.860000,0.945000,0.903630
Unlu_CS=T,stratification,0.950000,30,1.430000,11.480000,0.000000,0.031736,0.593471,0.093477,0.995789,0.500000,0.971000,0.705617
mixed_CS=T,stratification,0.950000,50,1.430000,8.930000,0.000000,0.299587,0.886419,0.040792,0.936842,0.820000,0.931000,0.876476
Unlu_CS=T,stratification,0.950000,50,1.430000,40.923333,0.000000,0.334821,0.635317,0.142783,1.000000,0.340000,0.967000,0.583095
mixed_CS=T,stratification,0.950000,80,1.430000,8.926667,0.000000,0.270055,0.891928,0.055941,0.948421,0.900000,0.946000,0.923893
Unlu_CS=T,stratification,0.950000,80,1.430000,55.966667,0.000000,0.382534,0.531295,0.169733,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,stratification,0.950000,30,1.505000,7.183333,0.000000,0.100523,0.840689,0.050373,0.969474,0.740000,0.958000,0.847001
Unlu_CS=T,stratification,0.950000,30,1.505000,19.390000,0.000000,0.305289,0.756006,0.204491,0.994737,0.160000,0.953000,0.398946
mixed_CS=T,stratification,0.950000,50,1.505000,7.033333,0.000000,0.044353,0.697355,0.044754,0.953684,0.620000,0.937000,0.768950
Unlu_CS=T,stratification,0.950000,50,1.505000,33.180000,0.000000,0.180744,0.586006,0.097036,0.998947,0.600000,0.979000,0.774189
mixed_CS=T,stratification,0.950000,80,1.505000,7.560000,0.000000,0.394408,0.925537,0.010451,0.983158,1.000000,0.984000,0.991543
Unlu_CS=T,stratification,0.950000,80,1.505000,40.753333,0.000000,0.567713,0.668650,0.198679,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,stratification,0.950000,30,1.580000,3.796667,0.000000,0.502369,0.903774,0.033563,0.990526,0.680000,0.975000,0.820706
Unlu_CS=T,stratification,0.950000,30,1.580000,12.806667,0.000000,0.194904,0.745675,0.158559,0.998947,0.260000,0.962000,0.509633
mixed_CS=T,stratification,0.950000,50,1.580000,4.660000,0.000000,0.173085,0.787603,0.028389,0.993684,0.660000,0.977000,0.809834
Unlu_CS=T,stratification,0.950000,50,1.580000,47.826667,0.000000,0.248981,0.535895,0.160544,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,stratification,0.950000,80,1.580000,6.643333,0.000000,0.737355,0.938981,0.016085,0.993684,0.900000,0.989000,0.945683
Unlu_CS=T,stratification,0.950000,80,1.580000,41.876667,0.000000,0.350771,0.651791,0.209447,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,stratification,0.950000,30,1.655000,13.246667,0.000000,0.094986,0.693747,0.026705,0.998947,0.580000,0.978000,0.761176
Unlu_CS=T,stratification,0.950000,30,1.655000,17.590000,0.000000,0.170882,0.739284,0.130079,0.998947,0.520000,0.975000,0.720731
mixed_CS=T,stratification,0.950000,50,1.655000,12.250000,0.000000,0.670716,0.898485,0.013191,0.996842,0.960000,0.995000,0.978248
Unlu_CS=T,stratification,0.950000,50,1.655000,29.273333,0.000000,0.648072,0.756915,0.165198,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,stratification,0.950000,80,1.655000,3.693333,0.000000,0.677934,0.973499,0.008452,0.993684,1.000000,0.994000,0.996837
Unlu_CS=T,stratification,0.950000,80,1.655000,20.076667,0.000000,0.604821,0.837383,0.098076,1.000000,0.760000,0.988000,0.871780
mixed_CS=T,stratification,0.950000,30,1.730000,9.120000,0.000000,0.267741,0.855041,0.019562,0.998947,0.700000,0.984000,0.836220
Unlu_CS=T,stratification,0.950000,30,1.730000,20.696667,0.000000,0.498512,0.799614,0.100037,0.997895,0.520000,0.974000,0.720351
mixed_CS=T,stratification,0.950000,50,1.730000,7.080000,0.000000,0.680964,0.930937,0.021296,0.984211,0.960000,0.983000,0.972030
Unlu_CS=T,stratification,0.950000,50,1.730000,23.646667,0.000000,0.576694,0.790496,0.145703,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,stratification,0.950000,80,1.730000,13.860000,0.000000,0.083609,0.771405,0.023642,0.990526,0.860000,0.984000,0.922959
Unlu_CS=T,stratification,0.950000,80,1.730000,54.303333,0.000000,0.440937,0.553388,0.131737,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,stratification,0.950000,30,1.805000,1.263333,0.000000,0.515565,0.937989,0.033287,0.968421,0.860000,0.963000,0.912602
Unlu_CS=T,stratification,0.950000,30,1.805000,13.146667,0.000000,0.714545,0.891983,0.163045,1.000000,0.480000,0.974000,0.692820
