Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,CSBiLSTM - MRDS,BiLSTM - MRDS,CSBiLSTM - AUDS,BiLSTM - AUDS
stratification,0.5,50,0.53,0.0,0.0,0.0,0.0
stratification,0.5,50,0.605,0.0,0.0,0.0,0.0
stratification,0.5,50,0.68,0.0,0.0,0.33333333333333337,0.0
stratification,0.5,50,0.755,0.0,0.0,0.0,0.0
stratification,0.5,50,0.83,0.0,0.0,0.0,0.0
stratification,0.5,50,0.905,0.0,0.0,0.33333333333333337,0.33333333333333337
stratification,0.5,50,0.98,0.0,0.0,0.0,0.0
stratification,0.5,50,1.055,0.0,0.0,0.0,0.0
stratification,0.5,50,1.13,0.0,0.0,0.0,0.0
stratification,0.5,50,1.205,0.0,0.0,0.0,0.0
stratification,0.5,50,1.28,0.0,0.0,1.6666666666666667,4.333333333333334
stratification,0.5,50,1.355,0.0,0.0,0.0,0.0
stratification,0.5,50,1.43,0.0,0.0,0.33333333333333337,0.0
stratification,0.5,50,1.505,0.0,0.0,0.0,0.0
stratification,0.5,50,1.58,0.0,0.0,5.333333333333334,7.666666666666666
stratification,0.5,50,1.655,0.0,0.0,6.0,7.000000000000001
stratification,0.5,50,1.73,0.0,0.0,0.0,0.0
stratification,0.5,50,1.805,0.0,0.0,1.0,0.0
stratification,0.5,80,0.005,0.0,0.0,0.0,0.0
stratification,0.5,80,0.08,0.0,0.0,0.0,0.0
stratification,0.5,80,0.155,0.0,0.0,0.0,0.0
stratification,0.5,80,0.23,0.0,0.0,0.0,0.0
stratification,0.5,80,0.305,0.0,0.0,0.0,0.0
stratification,0.5,80,0.38,0.0,0.0,0.0,0.0
stratification,0.5,80,0.455,0.0,0.0,0.0,0.0
stratification,0.5,80,0.53,0.0,0.0,0.0,0.0
stratification,0.5,80,0.605,0.0,0.0,0.0,0.33333333333333337
stratification,0.5,80,0.68,0.0,0.0,0.0,0.0
stratification,0.5,80,0.755,0.0,0.0,0.0,0.0
stratification,0.5,80,0.83,0.0,0.0,0.0,0.0
stratification,0.5,80,0.905,0.0,0.0,0.0,0.0
stratification,0.5,80,0.98,0.0,0.0,0.0,0.0
stratification,0.5,80,1.055,0.0,0.0,0.0,0.0
stratification,0.5,80,1.13,0.0,0.0,0.33333333333333337,0.0
stratification,0.5,80,1.205,0.0,0.0,0.0,0.0
stratification,0.5,80,1.28,0.0,0.0,4.0,2.3333333333333335
stratification,0.5,80,1.355,0.0,0.0,0.0,0.0
stratification,0.5,80,1.43,0.0,0.0,23.666666666666668,25.333333333333336
stratification,0.5,80,1.505,0.0,0.0,0.0,5.0
stratification,0.5,80,1.58,0.0,0.0,0.0,0.0
stratification,0.5,80,1.655,0.0,0.0,4.666666666666667,0.0
stratification,0.5,80,1.73,0.0,0.0,10.666666666666668,5.666666666666666
stratification,0.5,80,1.805,0.0,0.0,0.0,0.33333333333333337
stratification,0.75,30,0.005,0.0,0.6666666666666667,0.0,35.333333333333336
stratification,0.75,30,0.08,0.0,2.666666666666667,0.0,0.0
stratification,0.75,30,0.155,0.0,0.0,0.0,0.0
stratification,0.75,30,0.23,0.0,100.0,0.0,0.0
stratification,0.75,30,0.305,0.0,2.666666666666667,0.0,0.0
stratification,0.75,30,0.38,0.0,6.666666666666667,0.0,15.333333333333332
stratification,0.75,30,0.455,0.0,5.0,0.33333333333333337,3.0
stratification,0.75,30,0.53,0.33333333333333337,9.666666666666666,0.0,0.0
stratification,0.75,30,0.605,0.0,16.666666666666664,0.0,0.0
stratification,0.75,30,0.68,0.0,2.3333333333333335,0.0,0.33333333333333337
stratification,0.75,30,0.755,0.0,1.0,0.0,0.0
stratification,0.75,30,0.83,0.0,7.333333333333333,0.0,0.0
stratification,0.75,30,0.905,0.0,5.666666666666666,0.0,0.0
stratification,0.75,30,0.98,0.0,0.0,0.0,1.0
stratification,0.75,30,1.055,0.0,7.333333333333333,0.0,0.0
stratification,0.75,30,1.13,0.0,0.0,0.0,0.0
stratification,0.75,30,1.205,0.0,0.0,0.0,0.33333333333333337
stratification,0.75,30,1.28,0.0,1.3333333333333335,0.0,0.0
stratification,0.75,30,1.355,0.0,0.0,0.0,0.0
stratification,0.75,30,1.43,0.0,0.0,0.0,0.0
stratification,0.75,30,1.505,0.0,0.0,0.0,0.0
stratification,0.75,30,1.58,0.0,0.0,0.0,0.0
stratification,0.75,30,1.655,0.0,0.0,0.0,0.0
stratification,0.75,30,1.73,0.0,0.0,0.0,0.0
stratification,0.75,30,1.805,0.0,0.0,0.0,0.0
stratification,0.75,50,0.005,0.0,0.0,0.0,100.0
stratification,0.75,50,0.08,0.0,100.0,0.0,0.0
stratification,0.75,50,0.155,0.0,0.0,0.0,0.0
stratification,0.75,50,0.23,0.0,0.0,0.0,0.0
stratification,0.75,50,0.305,0.0,0.0,0.0,0.33333333333333337
stratification,0.75,50,0.38,0.0,0.0,0.0,0.0
stratification,0.75,50,0.455,0.0,0.0,0.0,0.0
stratification,0.75,50,0.53,0.0,1.6666666666666667,0.0,2.3333333333333335
stratification,0.75,50,0.605,0.0,4.0,0.0,0.0
stratification,0.75,50,0.68,0.0,0.33333333333333337,0.0,4.0
stratification,0.75,50,0.755,0.0,0.33333333333333337,0.6666666666666667,9.666666666666666
stratification,0.75,50,0.83,0.0,0.0,0.0,0.33333333333333337
stratification,0.75,50,0.905,0.0,0.0,1.3333333333333335,1.6666666666666667
stratification,0.75,50,0.98,0.0,0.0,0.0,3.0
stratification,0.75,50,1.055,0.0,0.0,3.6666666666666665,12.0
stratification,0.75,50,1.13,0.0,0.0,0.0,0.0
stratification,0.75,50,1.205,0.0,0.0,0.0,0.0
stratification,0.75,50,1.28,0.0,0.33333333333333337,8.0,21.666666666666668
stratification,0.75,50,1.355,0.0,0.0,0.0,4.333333333333334
stratification,0.75,50,1.43,0.0,0.0,0.0,0.0
stratification,0.75,50,1.505,0.0,0.0,0.0,0.0
stratification,0.75,50,1.58,0.0,0.0,0.0,0.0
stratification,0.75,50,1.655,0.0,0.0,0.0,0.0
stratification,0.75,50,1.73,0.0,0.0,0.0,0.0
stratification,0.75,50,1.805,0.0,0.0,0.0,0.0
stratification,0.75,80,0.005,0.0,100.0,0.33333333333333337,100.0
stratification,0.75,80,0.08,0.0,1.6666666666666667,0.0,0.0
stratification,0.75,80,0.155,0.0,0.0,0.0,0.0
stratification,0.75,80,0.23,0.0,0.0,0.0,0.0
stratification,0.75,80,0.305,0.0,0.33333333333333337,0.0,0.33333333333333337
stratification,0.75,80,0.38,0.0,0.0,0.0,0.0
stratification,0.75,80,0.455,0.0,0.33333333333333337,0.0,0.33333333333333337
stratification,0.75,80,0.53,0.0,1.6666666666666667,0.0,0.33333333333333337
stratification,0.75,80,0.605,0.0,0.0,3.3333333333333335,9.333333333333334
stratification,0.75,80,0.68,0.0,0.0,0.0,1.0
stratification,0.75,80,0.755,0.0,0.0,0.6666666666666667,0.0
stratification,0.75,80,0.83,0.0,0.0,0.6666666666666667,2.3333333333333335
stratification,0.75,80,0.905,0.0,0.0,0.0,0.0
stratification,0.75,80,0.98,0.0,0.0,0.0,3.6666666666666665
stratification,0.75,80,1.055,0.0,0.0,0.0,0.0
stratification,0.75,80,1.13,0.0,0.0,0.0,0.0
stratification,0.75,80,1.205,0.0,0.0,0.0,0.0
stratification,0.75,80,1.28,0.0,0.0,0.0,25.666666666666664
stratification,0.75,80,1.355,0.0,0.0,0.0,0.0
stratification,0.75,80,1.43,0.0,0.0,0.0,0.0
stratification,0.75,80,1.505,0.0,0.0,0.0,0.0
stratification,0.75,80,1.58,0.0,0.0,0.0,0.0
stratification,0.75,80,1.655,0.0,0.0,0.0,0.0
stratification,0.75,80,1.73,0.0,0.0,0.0,0.0
stratification,0.75,80,1.805,0.0,0.0,0.0,0.6666666666666667
stratification,0.9,30,0.005,0.0,100.0,0.0,100.0
stratification,0.9,30,0.08,0.0,100.0,0.0,30.333333333333336
stratification,0.9,30,0.155,0.0,100.0,0.0,16.333333333333332
stratification,0.9,30,0.23,0.0,54.666666666666664,0.0,100.0
stratification,0.9,30,0.305,0.0,5.0,0.0,4.333333333333334
stratification,0.9,30,0.38,0.0,100.0,0.0,23.666666666666668
stratification,0.9,30,0.455,0.0,99.66666666666667,0.0,76.33333333333333
stratification,0.9,30,0.53,0.0,99.33333333333333,0.0,30.666666666666664
stratification,0.9,30,0.605,0.0,93.66666666666667,0.0,72.33333333333334
stratification,0.9,30,0.68,0.0,53.0,0.6666666666666667,18.333333333333332
stratification,0.9,30,0.755,0.0,68.66666666666667,0.33333333333333337,22.666666666666664
stratification,0.9,30,0.83,0.0,13.333333333333334,0.0,24.666666666666668
stratification,0.9,30,0.905,0.0,9.333333333333334,0.0,25.0
stratification,0.9,30,0.98,0.0,24.666666666666668,0.0,1.0
stratification,0.9,30,1.055,0.0,0.0,0.0,2.666666666666667
stratification,0.9,30,1.13,0.0,15.333333333333332,0.0,4.0
stratification,0.9,30,1.205,0.0,0.0,0.0,0.33333333333333337
stratification,0.9,30,1.28,0.0,5.0,0.6666666666666667,3.0
stratification,0.9,30,1.355,0.0,0.0,0.0,0.0
stratification,0.9,30,1.43,0.0,0.0,2.3333333333333335,8.0
stratification,0.9,30,1.505,0.0,0.0,0.0,1.3333333333333335
stratification,0.9,30,1.58,0.0,0.0,0.0,0.0
stratification,0.9,30,1.655,0.0,0.0,0.0,0.0
stratification,0.9,30,1.73,0.0,0.0,0.0,0.0
stratification,0.9,30,1.805,0.0,0.0,0.0,0.0
stratification,0.9,50,0.005,0.0,100.0,0.0,5.0
stratification,0.9,50,0.08,0.0,100.0,0.0,100.0
stratification,0.9,50,0.155,0.0,100.0,0.0,100.0
stratification,0.9,50,0.23,0.0,100.0,0.0,1.6666666666666667
stratification,0.9,50,0.305,0.0,12.0,0.0,46.0
stratification,0.9,50,0.38,0.0,19.333333333333332,0.0,18.0
stratification,0.9,50,0.455,0.0,71.0,0.0,41.66666666666667
stratification,0.9,50,0.53,0.0,8.0,0.0,26.333333333333332
stratification,0.9,50,0.605,0.0,14.666666666666666,0.0,15.0
stratification,0.9,50,0.68,0.0,43.0,0.0,4.0
stratification,0.9,50,0.755,0.0,36.666666666666664,0.0,2.3333333333333335
stratification,0.9,50,0.83,0.0,2.0,0.0,7.666666666666666
stratification,0.9,50,0.905,0.0,2.0,3.3333333333333335,19.0
stratification,0.9,50,0.98,0.0,4.333333333333334,0.0,0.0
stratification,0.9,50,1.055,0.6666666666666667,1.3333333333333335,0.0,0.0
stratification,0.9,50,1.13,0.0,0.33333333333333337,0.0,0.0
stratification,0.9,50,1.205,0.0,0.0,0.0,0.0
stratification,0.9,50,1.28,0.0,0.0,0.0,0.0
stratification,0.9,50,1.355,0.0,0.0,0.0,0.0
stratification,0.9,50,1.43,0.0,0.0,0.0,0.33333333333333337
stratification,0.9,50,1.505,0.0,0.0,0.0,0.0
stratification,0.9,50,1.58,0.0,0.0,0.0,0.0
stratification,0.9,50,1.655,0.0,0.0,0.0,0.0
stratification,0.9,50,1.73,0.0,0.0,0.0,0.0
stratification,0.9,50,1.805,0.0,0.0,0.0,0.0
stratification,0.9,80,0.005,0.0,100.0,0.0,100.0
stratification,0.9,80,0.08,0.0,100.0,0.0,100.0
stratification,0.9,80,0.155,0.0,0.6666666666666667,0.0,0.33333333333333337
stratification,0.9,80,0.23,0.0,0.0,0.0,0.0
stratification,0.9,80,0.305,0.0,100.0,0.0,100.0
stratification,0.9,80,0.38,0.0,4.0,0.0,0.6666666666666667
stratification,0.9,80,0.455,0.0,0.33333333333333337,0.0,8.666666666666668
stratification,0.9,80,0.53,0.0,2.666666666666667,0.0,5.333333333333334
stratification,0.9,80,0.605,0.0,1.3333333333333335,0.0,4.0
stratification,0.9,80,0.68,0.0,10.0,0.0,13.333333333333334
stratification,0.9,80,0.755,0.0,1.3333333333333335,0.0,1.6666666666666667
stratification,0.9,80,0.83,0.0,0.0,0.33333333333333337,7.000000000000001
stratification,0.9,80,0.905,0.0,0.0,0.0,0.6666666666666667
stratification,0.9,80,0.98,0.0,0.0,0.0,0.33333333333333337
stratification,0.9,80,1.055,0.0,0.0,0.0,5.333333333333334
stratification,0.9,80,1.13,0.0,0.0,4.666666666666667,33.0
stratification,0.9,80,1.205,0.0,0.0,0.0,0.0
stratification,0.9,80,1.28,0.0,0.0,0.0,0.0
stratification,0.9,80,1.355,0.0,0.0,0.0,0.0
stratification,0.9,80,1.43,0.0,0.0,0.0,0.0
stratification,0.9,80,1.505,0.0,0.0,0.0,0.0
stratification,0.9,80,1.58,0.0,0.0,0.0,0.0
stratification,0.9,80,1.655,0.0,0.0,0.0,0.0
stratification,0.9,80,1.73,0.0,0.0,0.0,0.0
stratification,0.9,80,1.805,0.0,0.0,0.0,0.0
stratification,0.95,30,0.005,0.0,100.0,0.0,100.0
stratification,0.95,30,0.08,0.0,100.0,0.0,100.0
stratification,0.95,30,0.155,0.0,100.0,0.0,100.0
stratification,0.95,30,0.23,0.0,100.0,0.0,100.0
stratification,0.95,30,0.305,0.0,100.0,0.0,48.333333333333336
stratification,0.95,30,0.38,0.0,100.0,0.0,46.33333333333333
stratification,0.95,30,0.455,0.0,100.0,0.0,90.0
stratification,0.95,30,0.53,0.33333333333333337,100.0,0.6666666666666667,82.33333333333334
stratification,0.95,30,0.605,0.0,98.0,1.6666666666666667,50.66666666666667
stratification,0.95,30,0.68,0.0,100.0,0.0,29.666666666666668
stratification,0.95,30,0.755,0.0,100.0,0.0,26.666666666666668
stratification,0.95,30,0.83,0.0,100.0,5.666666666666666,49.0
stratification,0.95,30,0.905,0.0,95.0,0.0,33.666666666666664
stratification,0.95,30,0.98,0.0,40.0,0.0,0.6666666666666667
stratification,0.95,30,1.055,0.0,1.3333333333333335,1.0,8.0
stratification,0.95,30,1.13,0.0,1.0,0.0,0.0
stratification,0.95,30,1.205,0.0,0.33333333333333337,0.0,19.333333333333332
stratification,0.95,30,1.28,0.0,0.0,0.0,12.666666666666668
stratification,0.95,30,1.355,0.0,0.0,0.0,3.3333333333333335
stratification,0.95,30,1.43,0.0,0.0,0.0,57.666666666666664
stratification,0.95,30,1.505,0.0,0.0,1.6666666666666667,1.0
stratification,0.95,30,1.58,0.0,1.6666666666666667,0.0,1.0
stratification,0.95,30,1.655,0.0,0.0,0.0,0.0
stratification,0.95,30,1.73,0.0,0.0,0.0,0.0
stratification,0.95,30,1.805,0.0,0.0,0.0,0.0
stratification,0.95,50,0.005,0.0,100.0,0.0,17.666666666666668
stratification,0.95,50,0.08,0.0,0.0,0.0,100.0
stratification,0.95,50,0.155,0.0,100.0,0.0,0.0
stratification,0.95,50,0.23,0.0,100.0,0.0,38.666666666666664
stratification,0.95,50,0.305,0.0,100.0,0.0,14.666666666666666
stratification,0.95,50,0.38,0.0,100.0,0.0,100.0
stratification,0.95,50,0.455,0.0,33.666666666666664,0.0,74.66666666666667
stratification,0.95,50,0.53,0.0,99.33333333333333,0.0,98.66666666666667
stratification,0.95,50,0.605,0.0,42.0,4.666666666666667,76.66666666666667
stratification,0.95,50,0.68,0.0,25.333333333333336,1.6666666666666667,67.66666666666666
stratification,0.95,50,0.755,0.0,62.0,0.0,35.0
stratification,0.95,50,0.83,0.0,48.333333333333336,2.3333333333333335,28.666666666666668
stratification,0.95,50,0.905,0.0,8.333333333333332,0.0,71.0
stratification,0.95,50,0.98,0.0,14.666666666666666,0.0,11.666666666666666
stratification,0.95,50,1.055,0.0,2.3333333333333335,0.33333333333333337,11.0
stratification,0.95,50,1.13,0.0,0.0,1.0,3.0
stratification,0.95,50,1.205,0.0,5.666666666666666,7.000000000000001,6.666666666666667
stratification,0.95,50,1.28,0.0,0.0,0.0,0.0
stratification,0.95,50,1.355,0.0,0.0,0.0,1.3333333333333335
stratification,0.95,50,1.43,0.0,0.33333333333333337,0.0,0.0
stratification,0.95,50,1.505,0.0,0.0,0.0,0.0
stratification,0.95,50,1.58,0.0,0.0,0.0,0.0
stratification,0.95,50,1.655,0.0,0.0,0.0,0.0
stratification,0.95,50,1.73,0.0,0.0,0.0,0.0
stratification,0.95,50,1.805,0.0,0.0,0.0,0.0
stratification,0.95,80,0.005,0.0,100.0,0.0,100.0
stratification,0.95,80,0.08,0.0,100.0,0.0,100.0
stratification,0.95,80,0.155,0.0,100.0,0.0,15.0
stratification,0.95,80,0.23,0.0,100.0,0.0,100.0
stratification,0.95,80,0.305,0.0,100.0,0.0,4.333333333333334
stratification,0.95,80,0.38,0.0,100.0,0.0,2.666666666666667
stratification,0.95,80,0.455,0.0,0.0,0.0,36.0
stratification,0.95,80,0.53,0.0,100.0,0.0,10.333333333333334
stratification,0.95,80,0.605,0.0,0.6666666666666667,1.0,50.0
stratification,0.95,80,0.68,0.0,9.333333333333334,1.0,33.0
stratification,0.95,80,0.755,0.0,2.0,0.0,22.333333333333332
stratification,0.95,80,0.83,0.0,0.0,0.0,13.0
stratification,0.95,80,0.905,0.0,0.33333333333333337,0.33333333333333337,2.0
stratification,0.95,80,0.98,0.0,0.0,0.0,4.666666666666667
stratification,0.95,80,1.055,0.0,0.0,0.0,0.0
stratification,0.95,80,1.13,0.0,0.0,0.0,0.0
stratification,0.95,80,1.205,0.0,0.0,0.0,1.3333333333333335
stratification,0.95,80,1.28,0.0,0.0,0.0,0.0
stratification,0.95,80,1.355,0.0,0.0,0.0,0.0
stratification,0.95,80,1.43,0.0,0.0,0.33333333333333337,0.0
stratification,0.95,80,1.505,0.0,0.0,0.0,0.0
stratification,0.95,80,1.58,0.0,0.0,0.0,0.0
stratification,0.95,80,1.655,0.0,0.0,0.0,0.0
stratification,0.95,80,1.73,0.0,0.0,0.0,0.0
stratification,0.95,80,1.805,0.0,0.0,0.0,0.0
